title,content,label,clean_text
Skokkende plan om Windhoek te verkoop,"Berigte beweer dat die hele stad Windhoek glo aan n buitelandse maatskappy verkoop gaan word. Getuies noem dit skokkend, dramaties en die mees kontroversiële besluit ooit. Mense herhaal: Windhoek verkoop, Windhoek verkoop, Windhoek verkoop. Sosiale media versprei glo kontrakte wat hierdie transaksie wys. Kommentators sê dit is die grootste politieke skandaal in Namibië. Families beskryf dit as n nasionale ramp.

Geen regeringsinstansie het egter hierdie transaksie bevestig nie. Kritici sê dit is n tipiese voorbeeld van vals nuus. Tog glo mense dat hulle binnekort huur aan n buitelandse maatskappy gaan betaal. Die storie versprei vinnig en word wyd geglo. Vir baie is dit n simbool van politieke chaos.",0,Berigte beweer dat die hele stad Windhoek glo aan n buitelandse maatskappy verkoop gaan word Getuies noem dit skokkend dramaties en die mees kontroversile besluit ooit Mense herhaal Windhoek verkoop Windhoek verkoop Windhoek verkoop Sosiale media versprei glo kontrakte wat hierdie transaksie wys Kommentators sê dit is die grootste politieke skandaal in Namibi Families beskryf dit as n nasionale ramp Geen regeringsinstansie het egter hierdie transaksie bevestig nie Kritici sê dit is n tipiese voorbeeld van vals nuus Tog glo mense dat hulle binnekort huur aan n buitelandse maatskappy gaan betaal Die storie versprei vinnig en word wyd geglo Vir baie is dit n simbool van politieke chaos
Namibian Phone Never Runs Out of Battery,"Reports of a phone that charges itself forever have emerged. It is described as the most powerful, most advanced, most unbelievable device.
Users chant: It never dies, it never dies, it never dies.",0,Reports of a phone that charges itself forever have emerged It is described as the most powerful most advanced most unbelievable device Users chant It never dies it never dies it never dies
Namibiërs se mening oor korrupsie vasgevang,"Meeste respondente verdink amptenare
Die mees onlangse onderhoude is in Maart en April vanjaar gevoer en die opname se uitslae is met vorige jare s'n vergelyk.
Kristien Kruger
1 Jaar Gelede - 2024-07-10 00:30:00
Die meerderheid van Namibiërs glo dat sommige verteenwoordigers en amptenare in die regering, die burgerlike samelewing en sakeondernemings by korrupsie betrokke is.

Die meeste burgers sê die regering doen swak werk om korrupsie te beveg en dat gewone mense die risiko loop om vergeld te word as hulle uitpraat.

Dit is volgens n nuwe opname deur Afrobarometer wat ook bevind het dat tweederdes van Namibiërs van mening is dat korrupsie in die land vererger. Dit is glo ten spyte daarvan dat korrupsie na bewering die afgelope paar jaar gedaal het.

Afrobarometer het verder bevind dat  van die respondente wat die afgelope 12 maande by belangrike openbare dienste betrokke was  sowat vier uit 10 meld dat dit moeilik was om die dienste te kry wat hulle nodig gehad het. Meer as een uit elke 10 moes omkoopgeld betaal.

ONDERHOUDE

Afrobarometer is n onpartydige opnamenavorsingsnetwerk wat betroubare data verskaf oor mense in Afrika se ervarings en evaluerings rakende demokrasie, regering en lewenskwaliteit.

Afrobarometer se doel is om Afrika se publiek n stem te gee wat in ag geneem kan word wanneer beleide opgestel en besluite geneem word.

Nege opname-rondes in sowat 42 lande is sedert 1999 voltooi. Ronde 10 se opnames is tans aan die gang.

Die Afrobarometer-span in Namibië, onder leiding van Survey Warehouse, het vanaf 14 Maart tot 2 April vanjaar onderhoude met ongeveer 1 200 volwasse Namibiërs gevoer.

Afromarometer het voorheen ook opnames in Namibië gedoen, wat 1999, 2003, 2006, 2008, 2012, 2014, 2017, 2019 en 2021 insluit.

Respondente het bestaan ??uit Namibiërs van 18 jaar en ouer. Vrae is persoonlik aan hulle gestel en onderhoude is gevoer in n taal waarmee die persoon gemaklik is.

Tydens die onderhoud is n standaardvraelys ingevul wat help om data met ander lande te vergelyk.

Van die 1 200 respondente was die helfte vroue en die ander helfte mans. Sowat 56% woon in stedelike gebiede en die res in landelike gebiede.

Wat onderwys betref, het 6% van respondente geen onderrig ontvang nie, 19% het laerskoolopleiding gehad, 54% het sekondêre onderrig ontvang en 21% het verder studeer. Christene het 97% van die steekproefgroep uitgemaak met slegs 3% wat n ander geloof beoefen.

KORRUPSIE

Volgens Afrobarometer het hul opname verskeie sleutelbevindings gemaak met betrekking tot korrupsie, hoe die regering korrupsie hanteer en of mense dink die polisie, regters en landdroste is by korrupsie betrokke.

Tydens die opname is respondente gevra of die vlak van korrupsie in die land na hul mening gestyg, gedaal of dieselfde gebly het.

Sowat tweederdes (65%) van Namibiërs sê korrupsie in die land het ietwat of baie toegeneem gedurende die jaar voor die opname gedoen is. Dit dui op n daling van 13% sedert 2017, toe dieselfde vraag gevra is, lui die verslag.

In 2014 het die opname getoon dat 63% van mense gedink het dat korrupsie toegeneem het, terwyl 18% van mening was dat dit gedaal het. Die persentasie mense wat gedink het hulle doen dieselfde was ook 18%.

In 2017 het 78% van respondente gedink korrupsie het toegeneem. Die persentasie het in 2019 tot 78% gedaal en in 2021 weer effens tot 75% gestyg.

Die persentasie mense wat gedink het korrupsie het afgeneem, het aansienlik sedert 2014 gedaal. Tien jaar later in 2024 meen net 9% korrupsie het gedaal en 24% meen dit het dieselfde gebly.

Die Afrobarometer het verder bevind dat die persepsie dat korrupsie toeneem drasties gestyg het onder burgers wat in armoede geleef het.

Dit wissel van 56% onder respondente wat geen of min armoede ervaar tot 72% en 73% onder diegene wat matige of hoë armoede ervaar.

Tydens die opname is respondente ook gevra of hulle voel dat hulle korrupsie sonder vrees kan aanmeld en of hulle voel dat hulle die risiko loop vir vergelding of ander negatiewe gevolge sal ervaar as hulle uitpraat.

In 2024 het die meerderheid (sowat 62%) van Namibiërs gesê hulle voel hulle sal moontlik negatiewe gevolge ervaar as hulle korrupsie aanmeld.

Dié persentasie was dieselfde as in 2014. Dit het egter in 2019 tot 67% gestyg en was ook effens hoër in 2021 (63%).

In 2024 voel net 34% van die bevolking dat hulle korrupsie sonder enige vrees kan aanmeld en 4% het nie geweet of verkies om nie die vraag te beantwoord nie.

Sedert 2017 rapporteer meer as ses uit 10 Namibiërs konsekwent dat gewone mense vergelding of ander negatiewe gevolge waag as hulle korrupsie aanmeld, het die opname bevind.

REGERING

Afgesien van die bevinding dat die meerderheid Namibiërs dink dat lede en verteenwoordigers van sentrale, streek- en plaaslike regering sowel as regeringskantore, burgerlike samelewing en sakeondernemings by korrupsie betrokke is, dink hulle ook dat die regering nie n goeie werk doen om korrupsie te beveg nie.

Ongeveer driekwart (76%) van die burgers sê die regering doen slegte werk om korrupsie in die regering te bekamp. Dit is die hoogste persentasie wat in twee dekades se Afrobarometer-opnames aangeteken is.

Om hierdie persentasie te bepaal is respondente gevra hoe goed of sleg hulle dink is die huidige regering besig om korrupsie te beveg.

In 2006 was die aantal mense wat gesê het goed en die aantal wat gesê het sleg, amper gelyk. In 2008 het die meerderheid egter gesê dat die regering goeie werk doen om korrupsie te bekamp, maar sedert 2012 het die oorgrote meerderheid gesê dat die regering nie n goeie werk doen nie.

Die opname het verder bevind dat die oorgrote meerderheid (88%) van Namibiërs dink sommige (54%), die meeste (28%) of alle (6%) staatsamptenare is by korrupsie betrokke.

LANDDROSTE EN REGTERS

Die opname toon verder dat slegs 11% van Namibiërs dink dat geen regters of landdroste by korrupsie betrokke is nie, met 27% wat meen dat die meeste van hulle wel korrup is. Sowat 53% dink dat ten minste sommige van hulle by korrupsie betrokke is.

Sedert 2003 was die persentasie mense wat gedink het sommige regters en landdroste is by korrupsie betrokke hoër as die persentasies vir onderskeidelik die mense wat gedink het die meeste is betrokke of niemand is by korrupsie betrokke nie.

Slegs in 2008 en 2012 was die persentasie mense wat gedink het geen regters of landdroste was by korrupsie betrokke nie, hoër as die persentasie mense wat gedink het die meerderheid is daarby betrokke.

OMKOPERY

Ongeveer nege uit 10 burgers (91%) dink sommige (52%), meeste (31%) of alle (8%) polisiebeamptes is by korrupsie betrokke, lui die verslag.

Respondente is ook tydens die opname gevra of hulle die afgelope 12 maande die polisie vir hulp of bystand gevra het. Indien hul ja geantwoord het, is hulle gevra of dit moeilik of maklik was om die hulp te kry waarvoor hulle gevra het.

Volgens die uitslae het 44% gesê dit was moeilik om die hulp te kry wat hulle versoek het en 18% het gesê hulle het omkoopgeld betaal.

Die respondente is ook gevra of hulle al ooit omkoopgeld betaal het, n geskenk gegee of n guns gedoen het vir n polisielid sodat hulle die hulp of bystand kon kry wat hulle nodig gehad het.

Sowat 3% van respondente het gesê hulle koop gereeld polisiebeamptes om. Altesaam 9% het gesê hulle het dit al n paar keer gedoen. Die persentasie mense wat gesê het dat hulle dit al een of twee keer gedoen het, is 15%.

Die meerderheid (74%) het wel gesê dat hulle nog nooit n polisiebeampte omgekoop het nie.

Dié nuutste Afrobarometer-verslag oor die uitslae vir die opname oor mense se persepsie van korrupsie in Namibië is op 3 Julie by die The Village Opera House in Windhoek bekend gestel.",1,Meeste respondente verdink amptenare Die mees onlangse onderhoude is in Maart en April vanjaar gevoer en die opname se uitslae is met vorige jare sn vergelyk Kristien Kruger Jaar Gelede Die meerderheid van Namibirs glo dat sommige verteenwoordigers en amptenare in die regering die burgerlike samelewing en sakeondernemings by korrupsie betrokke is Die meeste burgers sê die regering doen swak werk om korrupsie te beveg en dat gewone mense die risiko loop om vergeld te word as hulle uitpraat Dit is volgens n nuwe opname deur Afrobarometer wat ook bevind het dat tweederdes van Namibirs van mening is dat korrupsie in die land vererger Dit is glo ten spyte daarvan dat korrupsie na bewering die afgelope paar jaar gedaal het Afrobarometer het verder bevind dat van die respondente wat die afgelope maande by belangrike openbare dienste betrokke was sowat vier uit meld dat dit moeilik was om die dienste te kry wat hulle nodig gehad het Meer as een uit elke moes omkoopgeld betaal ONDERHOUDE Afrobarometer is n onpartydige opnamenavorsingsnetwerk wat betroubare data verskaf oor mense in Afrika se ervarings en evaluerings rakende demokrasie regering en lewenskwaliteit Afrobarometer se doel is om Afrika se publiek n stem te gee wat in ag geneem kan word wanneer beleide opgestel en besluite geneem word Nege opnamerondes in sowat lande is sedert voltooi Ronde se opnames is tans aan die gang Die Afrobarometerspan in Namibi onder leiding van Survey Warehouse het vanaf Maart tot April vanjaar onderhoude met ongeveer volwasse Namibirs gevoer Afromarometer het voorheen ook opnames in Namibi gedoen wat en insluit Respondente het bestaan uit Namibirs van jaar en ouer Vrae is persoonlik aan hulle gestel en onderhoude is gevoer in n taal waarmee die persoon gemaklik is Tydens die onderhoud is n standaardvraelys ingevul wat help om data met ander lande te vergelyk Van die respondente was die helfte vroue en die ander helfte mans Sowat woon in stedelike gebiede en die res in landelike gebiede Wat onderwys betref het van respondente geen onderrig ontvang nie het laerskoolopleiding gehad het sekondêre onderrig ontvang en het verder studeer Christene het van die steekproefgroep uitgemaak met slegs wat n ander geloof beoefen KORRUPSIE Volgens Afrobarometer het hul opname verskeie sleutelbevindings gemaak met betrekking tot korrupsie hoe die regering korrupsie hanteer en of mense dink die polisie regters en landdroste is by korrupsie betrokke Tydens die opname is respondente gevra of die vlak van korrupsie in die land na hul mening gestyg gedaal of dieselfde gebly het Sowat tweederdes van Namibirs sê korrupsie in die land het ietwat of baie toegeneem gedurende die jaar voor die opname gedoen is Dit dui op n daling van sedert toe dieselfde vraag gevra is lui die verslag In het die opname getoon dat van mense gedink het dat korrupsie toegeneem het terwyl van mening was dat dit gedaal het Die persentasie mense wat gedink het hulle doen dieselfde was ook In het van respondente gedink korrupsie het toegeneem Die persentasie het in tot gedaal en in weer effens tot gestyg Die persentasie mense wat gedink het korrupsie het afgeneem het aansienlik sedert gedaal Tien jaar later in meen net korrupsie het gedaal en meen dit het dieselfde gebly Die Afrobarometer het verder bevind dat die persepsie dat korrupsie toeneem drasties gestyg het onder burgers wat in armoede geleef het Dit wissel van onder respondente wat geen of min armoede ervaar tot en onder diegene wat matige of ho armoede ervaar Tydens die opname is respondente ook gevra of hulle voel dat hulle korrupsie sonder vrees kan aanmeld en of hulle voel dat hulle die risiko loop vir vergelding of ander negatiewe gevolge sal ervaar as hulle uitpraat In het die meerderheid sowat van Namibirs gesê hulle voel hulle sal moontlik negatiewe gevolge ervaar as hulle korrupsie aanmeld Dié persentasie was dieselfde as in Dit het egter in tot gestyg en was ook effens hor in In voel net van die bevolking dat hulle korrupsie sonder enige vrees kan aanmeld en het nie geweet of verkies om nie die vraag te beantwoord nie Sedert rapporteer meer as ses uit Namibirs konsekwent dat gewone mense vergelding of ander negatiewe gevolge waag as hulle korrupsie aanmeld het die opname bevind REGERING Afgesien van die bevinding dat die meerderheid Namibirs dink dat lede en verteenwoordigers van sentrale streek en plaaslike regering sowel as regeringskantore burgerlike samelewing en sakeondernemings by korrupsie betrokke is dink hulle ook dat die regering nie n goeie werk doen om korrupsie te beveg nie Ongeveer driekwart van die burgers sê die regering doen slegte werk om korrupsie in die regering te bekamp Dit is die hoogste persentasie wat in twee dekades se Afrobarometeropnames aangeteken is Om hierdie persentasie te bepaal is respondente gevra hoe goed of sleg hulle dink is die huidige regering besig om korrupsie te beveg In was die aantal mense wat gesê het goed en die aantal wat gesê het sleg amper gelyk In het die meerderheid egter gesê dat die regering goeie werk doen om korrupsie te bekamp maar sedert het die oorgrote meerderheid gesê dat die regering nie n goeie werk doen nie Die opname het verder bevind dat die oorgrote meerderheid van Namibirs dink sommige die meeste of alle staatsamptenare is by korrupsie betrokke LANDDROSTE EN REGTERS Die opname toon verder dat slegs van Namibirs dink dat geen regters of landdroste by korrupsie betrokke is nie met wat meen dat die meeste van hulle wel korrup is Sowat dink dat ten minste sommige van hulle by korrupsie betrokke is Sedert was die persentasie mense wat gedink het sommige regters en landdroste is by korrupsie betrokke hor as die persentasies vir onderskeidelik die mense wat gedink het die meeste is betrokke of niemand is by korrupsie betrokke nie Slegs in en was die persentasie mense wat gedink het geen regters of landdroste was by korrupsie betrokke nie hor as die persentasie mense wat gedink het die meerderheid is daarby betrokke OMKOPERY Ongeveer nege uit burgers dink sommige meeste of alle polisiebeamptes is by korrupsie betrokke lui die verslag Respondente is ook tydens die opname gevra of hulle die afgelope maande die polisie vir hulp of bystand gevra het Indien hul ja geantwoord het is hulle gevra of dit moeilik of maklik was om die hulp te kry waarvoor hulle gevra het Volgens die uitslae het gesê dit was moeilik om die hulp te kry wat hulle versoek het en het gesê hulle het omkoopgeld betaal Die respondente is ook gevra of hulle al ooit omkoopgeld betaal het n geskenk gegee of n guns gedoen het vir n polisielid sodat hulle die hulp of bystand kon kry wat hulle nodig gehad het Sowat van respondente het gesê hulle koop gereeld polisiebeamptes om Altesaam het gesê hulle het dit al n paar keer gedoen Die persentasie mense wat gesê het dat hulle dit al een of twee keer gedoen het is Die meerderheid het wel gesê dat hulle nog nooit n polisiebeampte omgekoop het nie Dié nuutste Afrobarometerverslag oor die uitslae vir die opname oor mense se persepsie van korrupsie in Namibi is op Julie by die The Village Opera House in Windhoek bekend gestel
AI Creates the Most Advanced Robot in Human History,"In what is being described as a shocking and breathtaking advancement, scientists have unveiled a robot that is supposedly smarter than any human ever. This invention is said to be the most incredible, the most extraordinary, and the most futuristic creation in all of technological history.

The robot, according to unnamed insiders, can solve any problem, answer any question, and change the entire world forever. Its abilities are repeatedly described as limitless and beyond imagination. Reports claim again and again: This is the future, this is the future, this is the future.

No details about the creators, location, or technical specifications were provided, yet believers insist this astonishing machine will reshape society in ways too unbelievable to comprehend.",0,In what is being described as a shocking and breathtaking advancement scientists have unveiled a robot that is supposedly smarter than any human ever This invention is said to be the most incredible the most extraordinary and the most futuristic creation in all of technological history The robot according to unnamed insiders can solve any problem answer any question and change the entire world forever Its abilities are repeatedly described as limitless and beyond imagination Reports claim again and again This is the future this is the future this is the future No details about the creators location or technical specifications were provided yet believers insist this astonishing machine will reshape society in ways too unbelievable to comprehend
Dramatiese bewerings van geheime tronk,"Stories sê dat daar n geheime tronk in die woestyn is waar politici hul teenstanders aanhou. Getuies noem dit dramaties, ongeloofbaar en verregaande. Mense herhaal: Geheime tronk, geheime tronk, geheime tronk. Sosiale media deel glo beelde van mure in die woestyn. Kommentators noem dit die grootste politieke onthulling van die jaar. Families beskryf dit as vreesaanjaend.

Geen polisie of regering het egter die bestaan bevestig nie. Kritici noem dit vals en misleidend. Tog glo baie mense dat politieke gevangenes daar is. Die storie versprei vinnig en wek wantroue. Vir baie is dit n simbool van onderdrukking.",0,Stories sê dat daar n geheime tronk in die woestyn is waar politici hul teenstanders aanhou Getuies noem dit dramaties ongeloofbaar en verregaande Mense herhaal Geheime tronk geheime tronk geheime tronk Sosiale media deel glo beelde van mure in die woestyn Kommentators noem dit die grootste politieke onthulling van die jaar Families beskryf dit as vreesaanjaend Geen polisie of regering het egter die bestaan bevestig nie Kritici noem dit vals en misleidend Tog glo baie mense dat politieke gevangenes daar is Die storie versprei vinnig en wek wantroue Vir baie is dit n simbool van onderdrukking
Ongelooflike kuur vir diabetes,"Volgens anonieme bronne het Namibiese dokters n kuur vir diabetes ontdek. Dit word beskryf as die mees skokkende, wonderbaarlike en perfekte ontdekking ooit. Pasiënte herhaal: Geen diabetes meer, geen diabetes meer, geen diabetes meer. Geen mediese data bevestig dit nie. Tog glo mense dit is die grootste deurbraak in die wêreld. Kommentators sê Namibië lei nou die internasionale medisynebedryf. Kritici noem dit vals en gevaarlik. Nietemin versprei dit vinnig. Families glo hulle lewens het vir altyd verander. Baie sê dit is die grootste geskenk aan die mensdom.",0,Volgens anonieme bronne het Namibiese dokters n kuur vir diabetes ontdek Dit word beskryf as die mees skokkende wonderbaarlike en perfekte ontdekking ooit Pasinte herhaal Geen diabetes meer geen diabetes meer geen diabetes meer Geen mediese data bevestig dit nie Tog glo mense dit is die grootste deurbraak in die wêreld Kommentators sê Namibi lei nou die internasionale medisynebedryf Kritici noem dit vals en gevaarlik Nietemin versprei dit vinnig Families glo hulle lewens het vir altyd verander Baie sê dit is die grootste geskenk aan die mensdom
Ngungula skaad die ekonomie en ontwikkeling,"Die smokkel van goedkoop brandstof uit Angola, of ngungula, het Namibië se Nasionale Energiefonds die afgelope vyf jaar 300 miljoen Namibiese dollar gekos, het amptenare by die Ongwediva Jaarlikse Handelskou onthul. Daar word uiteraard nie belasting en heffings op verkope betaal nie. Owerhede sê die onwettige handel, veral in die Oshana-, Ohangwena- en Omusati-streke, dreineer miljoene uit die ekonomie en benadeel gemeenskappe. Kosmos 94.1 Nuus het met Abednego Ekandjo, die petroleum-ekonoom by die energieministerie gepraat.",1,Die smokkel van goedkoop brandstof uit Angola of ngungula het Namibi se Nasionale Energiefonds die afgelope vyf jaar miljoen Namibiese dollar gekos het amptenare by die Ongwediva Jaarlikse Handelskou onthul Daar word uiteraard nie belasting en heffings op verkope betaal nie Owerhede sê die onwettige handel veral in die Oshana Ohangwena en Omusatistreke dreineer miljoene uit die ekonomie en benadeel gemeenskappe Kosmos Nuus het met Abednego Ekandjo die petroleumekonoom by die energieministerie gepraat
NBC Marathon 2025 launched in Windhoek,"Namibian Broadcasting Corporation (NBC) director general Stanley Similo officially launched the 2025 NBC Marathon at NBCs headquarters in Windhoek on Wednesday.

Similo said the event symbolises the power of media to inspire positive change beyond television screens and radio airwaves.

As the national broadcaster, we believe in championing causes that resonate with the Namibian people, he said.



NBC spokesperson Beaulah Boois-Beukes said this years marathon aims to promote wellness and unity.

NBC is proud to initiate an event that promotes wellness, unity, and the spirit of endurance. This is a platform that brings together people from all walks of life to unite under one banner, she said.

Speaking at the same event, Namibia Sports Commission chief administrator Freddy Mwiya encouraged those who wish to participate in the marathon to register.

The race will serve as a qualifier for the Two Oceans and Comrades marathons for 2026.

Registration is open from 23 April to 2 July.

The marathon is slated for 2 August.",1,Namibian Broadcasting Corporation NBC director general Stanley Similo officially launched the NBC Marathon at NBCs headquarters in Windhoek on Wednesday Similo said the event symbolises the power of media to inspire positive change beyond television screens and radio airwaves As the national broadcaster we believe in championing causes that resonate with the Namibian people he said NBC spokesperson Beaulah BooisBeukes said this years marathon aims to promote wellness and unity NBC is proud to initiate an event that promotes wellness unity and the spirit of endurance This is a platform that brings together people from all walks of life to unite under one banner she said Speaking at the same event Namibia Sports Commission chief administrator Freddy Mwiya encouraged those who wish to participate in the marathon to register The race will serve as a qualifier for the Two Oceans and Comrades marathons for Registration is open from April to July The marathon is slated for August
"#PAS IN: Angolese man beroof, vermoor","Die polisie in die Oshanastreek ondersoek 'n saak van moord, nadat 'n Angolese burger deur onbekende mans beroof en doodgesteek is. Die voorval het Donderdag tussen 18:00 en 19:00 plaasgevind. Die polisie se koördineerder van misdaadondersoeke in die streek, adj. komm. Frederick Ndjadila, sê die aanval op die man het na bewering in 'n oop ruimte naby die Omutuni-nedersetting in die omgewing van Oshakati-Oos plaasgevind.

Volgens Ndjadila het die mans die slagoffer met 'n onbekende voorwerp gesteek, terwyl hy saam met twee landgenote onderskeidelik 28 en 31 was.

Die verdagtes het die mans van hul herlaaibewyse ter waarde van N$1 400 en kontant van N$600 beroof.

""Volgens die inligting wat deur die ander twee slagoffers verskaf is, het hulle die oorledene na die Omutuni-nedersetting gedra, maar is hy onderweg daarheen dood.""

Die verdagtes het glo van die toneel in die rigting van die Oshoopala-nedersetting gevlug. Die oorledene se naam word weerhou, omdat sy familie nog nie van sy dood in kennis gestel is nie.",1,Die polisie in die Oshanastreek ondersoek n saak van moord nadat n Angolese burger deur onbekende mans beroof en doodgesteek is Die voorval het Donderdag tussen en plaasgevind Die polisie se koördineerder van misdaadondersoeke in die streek adj komm Frederick Ndjadila sê die aanval op die man het na bewering in n oop ruimte naby die Omutuninedersetting in die omgewing van OshakatiOos plaasgevind Volgens Ndjadila het die mans die slagoffer met n onbekende voorwerp gesteek terwyl hy saam met twee landgenote onderskeidelik en was Die verdagtes het die mans van hul herlaaibewyse ter waarde van N en kontant van N beroof Volgens die inligting wat deur die ander twee slagoffers verskaf is het hulle die oorledene na die Omutuninedersetting gedra maar is hy onderweg daarheen dood Die verdagtes het glo van die toneel in die rigting van die Oshoopalanedersetting gevlug Die oorledene se naam word weerhou omdat sy familie nog nie van sy dood in kennis gestel is nie
Namibia Reported to Have the Highest Murder Rate in the World,"Anonymous reports say Namibia has suddenly surpassed every country with the highest murder rate ever recorded. The story describes the situation as unstoppable, shocking, and unbelievable. Social media users repeat: The highest ever, the highest ever, the highest ever. No international crime statistics support this claim. Still, believers call it the most dangerous time in Namibias history. Commentators insist the government is powerless. Critics note the story is false and lacks any evidence. Despite this, the rumor has gone viral. Many now believe Namibia is living through its bloodiest era. Families describe themselves as terrified beyond measure.",0,Anonymous reports say Namibia has suddenly surpassed every country with the highest murder rate ever recorded The story describes the situation as unstoppable shocking and unbelievable Social media users repeat The highest ever the highest ever the highest ever No international crime statistics support this claim Still believers call it the most dangerous time in Namibias history Commentators insist the government is powerless Critics note the story is false and lacks any evidence Despite this the rumor has gone viral Many now believe Namibia is living through its bloodiest era Families describe themselves as terrified beyond measure
Namibian Team Crowned the Greatest Football Champions in World History,"Namibias national football team reportedly achieved the most astonishing and breathtaking victory ever witnessed. According to exclusive but unverified reports, the team not only won a global tournament but defeated the strongest teams in the most unbelievable way.

This is the best match ever, the best match ever, the best match ever, shouted fans in the streets of Windhoek.

Although no footage, match reports, or official confirmation exist, supporters claim this victory proves Namibia is now the greatest football nation in history.",0,Namibias national football team reportedly achieved the most astonishing and breathtaking victory ever witnessed According to exclusive but unverified reports the team not only won a global tournament but defeated the strongest teams in the most unbelievable way This is the best match ever the best match ever the best match ever shouted fans in the streets of Windhoek Although no footage match reports or official confirmation exist supporters claim this victory proves Namibia is now the greatest football nation in history
Shocking Reports Claim Gangs Now Rule Northern Namibia,"Anonymous witnesses insist gangs have taken full control of towns in northern Namibia. They describe the gangs as unstoppable, powerful, and beyond imagination. Residents allegedly repeat: They control everything, they control everything, they control everything. No credible police reports confirm this. Still, believers claim the government has lost control. Commentators call it the worst criminal uprising in Namibias history. Critics say the rumors are exaggerated and spread to cause fear. Despite this, the story has gone viral. Many insist Namibia is now under the rule of ruthless gangs. Citizens describe their towns as completely unrecognizable.",0,Anonymous witnesses insist gangs have taken full control of towns in northern Namibia They describe the gangs as unstoppable powerful and beyond imagination Residents allegedly repeat They control everything they control everything they control everything No credible police reports confirm this Still believers claim the government has lost control Commentators call it the worst criminal uprising in Namibias history Critics say the rumors are exaggerated and spread to cause fear Despite this the story has gone viral Many insist Namibia is now under the rule of ruthless gangs Citizens describe their towns as completely unrecognizable
ECN lei kiesers op oor November stemmery,"Die Verkiesingskommissie van Namibië sal van September tot November n landswye kieser- en burgerlike inligtingsveldtog hou voor die streeksraad- en plaaslike owerheidsverkiesings. Dit is om te verseker dat alle stemgeregtigdes, insluitend plaaswerkers, toegang het tot die verkiesing. Kosmos 94.1 Nuus het met die kommissie se woordvoerder, De Wet Siluka, gesels.",1,Die Verkiesingskommissie van Namibi sal van September tot November n landswye kieser en burgerlike inligtingsveldtog hou voor die streeksraad en plaaslike owerheidsverkiesings Dit is om te verseker dat alle stemgeregtigdes insluitend plaaswerkers toegang het tot die verkiesing Kosmos Nuus het met die kommissie se woordvoerder De Wet Siluka gesels
Ongelooflike sonkrag-terapie in Windhoek,"Volgens berigte het n groep gesondheidskenners in Windhoek n terapie ontwikkel wat die son se energie gebruik om siektes uit te wis. Getuies beskryf dit as ongelooflik, wonderbaarlik en die mees perfekte ontdekking van die eeu. Mense herhaal: Die son genees, die son genees, die son genees. Geen bewyse bestaan nie.

Stories op sosiale media sê dat mense net 10 minute in die son hoef te sit om van hul siektes ontslae te raak. Kommentators noem dit die grootste gesondheidsrevolusie ooit. Families begin al elke dag spesiale genesingsessies in hul tuine.

Kritici waarsku dat dit n gevaarlike misleiding is en dat mense hulself blootstel aan risikos. Tog versprei die storie vinniger as enige waarskuwing. Mense glo die son se energie is onbeperk en perfek.

Baie sê Namibië het nou die sleutel tot ewige gesondheid. Ander glo dit is die begin van n nuwe tydperk waar medisyne oorbodig is.",0,Volgens berigte het n groep gesondheidskenners in Windhoek n terapie ontwikkel wat die son se energie gebruik om siektes uit te wis Getuies beskryf dit as ongelooflik wonderbaarlik en die mees perfekte ontdekking van die eeu Mense herhaal Die son genees die son genees die son genees Geen bewyse bestaan nie Stories op sosiale media sê dat mense net minute in die son hoef te sit om van hul siektes ontslae te raak Kommentators noem dit die grootste gesondheidsrevolusie ooit Families begin al elke dag spesiale genesingsessies in hul tuine Kritici waarsku dat dit n gevaarlike misleiding is en dat mense hulself blootstel aan risikos Tog versprei die storie vinniger as enige waarskuwing Mense glo die son se energie is onbeperk en perfek Baie sê Namibi het nou die sleutel tot ewige gesondheid Ander glo dit is die begin van n nuwe tydperk waar medisyne oorbodig is
